Transaction Date,Total Spent,Location,Province,Item
2022-08-02,7.56,In-store,British Columbia,Cookie
2022-08-24,5.02,Takeaway,Newfoundland and Labrador,Cookie
2022-08-09,7.72,Takeaway,Manitoba,Cookie
2022-08-12,5.06,In-store,Newfoundland and Labrador,Cookie
2022-08-03,7.55,In-store,Newfoundland and Labrador,Cookie
2022-08-26,4.99,In-store,Manitoba,Cookie
2022-08-18,7.56,In-store,British Columbia,Cookie
2022-08-16,2.49,Takeaway,British Columbia,Cookie
2022-08-31,2.51,In-store,Newfoundland and Labrador,Cookie
2022-08-10,4.97,Takeaway,Manitoba,Cookie
2022-08-29,4.95,In-store,British Columbia,Cookie
2022-08-23,4.91,In-store,Manitoba,Cookie
2022-08-30,2.49,In-store,Manitoba,Cookie
2022-08-29,2.48,In-store,Saskatchewan,Cookie
2022-08-31,5.18,Takeaway,British Columbia,Cookie
2022-08-04,2.55,Takeaway,British Columbia,Cookie
2022-08-25,2.49,Takeaway,Saskatchewan,Cookie
2022-08-25,2.48,Takeaway,Saskatchewan,Cookie
2022-08-20,2.51,In-store,Saskatchewan,Cookie
2022-08-09,5.06,In-store,British Columbia,Cookie
2022-08-31,2.6,In-store,Manitoba,Cookie
2022-08-06,5.04,In-store,Manitoba,Cookie
2022-08-16,2.54,In-store,Manitoba,Cookie
2022-08-17,4.83,In-store,Newfoundland and Labrador,Cookie
2022-08-05,5.09,In-store,Saskatchewan,Cookie
2022-08-23,5.1,In-store,Saskatchewan,Cookie
2022-08-03,2.61,Takeaway,British Columbia,Cookie
2022-08-23,2.49,In-store,Manitoba,Cookie
2022-08-26,5.01,Takeaway,British Columbia,Cookie
2022-08-11,5.05,Takeaway,Newfoundland and Labrador,Cookie
2022-08-23,7.39,In-store,Saskatchewan,Cookie
2022-08-04,4.91,In-store,Saskatchewan,Cookie
2022-08-26,5.04,Takeaway,British Columbia,Cookie
2022-08-30,2.42,In-store,British Columbia,Cookie
2022-08-04,9.74,In-store,Newfoundland and Labrador,Cookie
2022-08-22,2.54,Takeaway,British Columbia,Cookie
2022-08-16,2.52,Takeaway,Newfoundland and Labrador,Cookie
2022-08-17,2.56,Takeaway,British Columbia,Cookie
2022-08-23,7.57,Takeaway,British Columbia,Cookie
2022-08-16,2.5,Takeaway,Saskatchewan,Cookie
2022-08-18,2.56,Takeaway,Saskatchewan,Cookie
2022-08-08,4.96,In-store,Newfoundland and Labrador,Cookie
2022-08-11,2.48,In-store,Saskatchewan,Cookie
2022-08-27,5.15,In-store,Newfoundland and Labrador,Cookie
2022-08-03,7.49,In-store,British Columbia,Cookie
2022-08-18,2.52,Takeaway,Newfoundland and Labrador,Cookie
2022-08-05,6.6,Takeaway,Manitoba,Cookie
2022-08-26,4.85,Takeaway,Saskatchewan,Cookie
2022-08-18,4.97,In-store,Manitoba,Cookie
2022-08-12,2.5,Takeaway,Newfoundland and Labrador,Cookie
2022-08-08,2.51,In-store,Manitoba,Cookie
2022-08-14,2.53,In-store,Saskatchewan,Cookie
2022-08-31,2.48,In-store,Saskatchewan,Cookie
2022-08-16,2.53,In-store,Manitoba,Cookie
2022-08-15,9.68,In-store,Manitoba,Cookie
2022-08-24,2.52,In-store,Newfoundland and Labrador,Cookie
2022-08-11,2.59,In-store,Saskatchewan,Cookie
2022-08-14,7.38,In-store,Manitoba,Cookie
2022-08-10,2.47,Takeaway,British Columbia,Cookie
2022-08-04,7.51,In-store,Manitoba,Cookie
2022-08-23,2.49,In-store,Manitoba,Cookie
2022-08-28,10.15,Takeaway,Newfoundland and Labrador,Cookie
2022-08-29,2.49,In-store,Saskatchewan,Cookie
2022-08-29,7.35,Takeaway,Manitoba,Cookie
2022-08-15,2.6,In-store,British Columbia,Cookie
2022-08-09,7.56,In-store,Saskatchewan,Cookie
2022-08-20,4.83,In-store,Manitoba,Cookie
2022-08-30,4.93,In-store,Manitoba,Cookie
2022-08-23,2.46,In-store,Newfoundland and Labrador,Cookie
2022-08-16,5.01,Takeaway,Saskatchewan,Cookie
2022-08-22,7.17,In-store,British Columbia,Cookie
2022-08-24,2.55,Takeaway,Saskatchewan,Cookie
2022-08-30,4.95,Takeaway,Manitoba,Cookie
2022-08-24,7.56,In-store,Newfoundland and Labrador,Cookie
2022-08-14,2.48,In-store,Newfoundland and Labrador,Cookie
2022-08-09,2.52,Takeaway,Saskatchewan,Cookie
2022-08-16,12.74,In-store,Newfoundland and Labrador,Cookie
2022-08-10,2.52,In-store,Newfoundland and Labrador,Cookie
2022-08-30,7.61,Takeaway,Newfoundland and Labrador,Cookie
2022-08-16,7.75,In-store,Saskatchewan,Donut
2022-08-15,3.89,In-store,Newfoundland and Labrador,Donut
2022-08-11,5.87,In-store,Saskatchewan,Donut
2022-08-20,3.93,Takeaway,Newfoundland and Labrador,Donut
2022-08-17,4.06,In-store,Manitoba,Donut
2022-08-04,2.08,Takeaway,Ontario,Donut
2022-08-28,4.06,In-store,Saskatchewan,Donut
2022-08-11,2.04,In-store,Newfoundland and Labrador,Donut
2022-08-14,6.16,Takeaway,Newfoundland and Labrador,Donut
2022-08-07,2.0,Takeaway,Saskatchewan,Donut
2022-08-17,4.02,Takeaway,Manitoba,Donut
2022-08-23,5.89,In-store,British Columbia,Donut
2022-08-29,5.97,In-store,Newfoundland and Labrador,Donut
2022-08-02,8.01,Takeaway,British Columbia,Donut
2022-08-31,10.18,In-store,British Columbia,Donut
2022-08-23,5.94,In-store,Saskatchewan,Donut
2022-08-09,2.02,Takeaway,Manitoba,Donut
2022-08-06,3.97,Takeaway,Manitoba,Donut
2022-08-10,6.03,In-store,Manitoba,Donut
2022-08-28,9.9,In-store,Manitoba,Donut
2022-08-09,2.0,In-store,Manitoba,Donut
2022-08-15,8.66,In-store,Newfoundland and Labrador,Donut
2022-08-23,4.01,In-store,Manitoba,Donut
2022-08-28,4.02,In-store,British Columbia,Donut
2022-08-21,3.92,Takeaway,Newfoundland and Labrador,Donut
2022-08-24,2.0,In-store,Newfoundland and Labrador,Donut
2022-08-05,7.87,In-store,British Columbia,Donut
2022-08-28,9.77,In-store,British Columbia,Donut
2022-08-09,2.04,In-store,British Columbia,Donut
2022-08-04,6.19,Takeaway,Manitoba,Donut
2022-08-31,4.01,In-store,Newfoundland and Labrador,Donut
2022-08-06,4.0,Takeaway,Manitoba,Donut
2022-08-04,2.0,In-store,Saskatchewan,Donut
2022-08-19,2.03,Takeaway,British Columbia,Donut
2022-08-10,4.01,Takeaway,Newfoundland and Labrador,Donut
2022-08-04,2.05,Takeaway,Saskatchewan,Donut
2022-08-19,2.0,In-store,Manitoba,Donut
2022-08-24,2.02,In-store,Newfoundland and Labrador,Donut
2022-08-25,2.07,Takeaway,Manitoba,Donut
2022-08-04,8.2,Takeaway,Newfoundland and Labrador,Donut
2022-08-17,5.98,In-store,Saskatchewan,Donut
2022-08-25,6.13,In-store,Newfoundland and Labrador,Donut
2022-08-05,2.0,In-store,Saskatchewan,Donut
2022-08-07,2.0,In-store,British Columbia,Donut
2022-08-01,2.0,Takeaway,Saskatchewan,Donut
2022-08-17,6.1,In-store,Newfoundland and Labrador,Donut
2022-08-05,2.06,Takeaway,Newfoundland and Labrador,Donut
2022-08-23,2.0,Takeaway,British Columbia,Donut
2022-08-31,2.0,In-store,Manitoba,Donut
2022-08-07,2.0,Takeaway,Newfoundland and Labrador,Donut
2022-08-21,4.07,Takeaway,Newfoundland and Labrador,Donut
2022-08-07,3.87,In-store,Newfoundland and Labrador,Donut
2022-08-01,2.0,In-store,Manitoba,Donut
2022-08-24,2.0,In-store,British Columbia,Donut
2022-08-14,5.99,In-store,Saskatchewan,Donut
2022-08-30,2.0,Takeaway,Newfoundland and Labrador,Donut
2022-08-17,6.06,Takeaway,Newfoundland and Labrador,Donut
2022-08-04,2.0,In-store,British Columbia,Donut
2022-08-15,2.05,Takeaway,Saskatchewan,Donut
2022-08-06,3.95,In-store,Newfoundland and Labrador,Donut
2022-08-28,10.0,Takeaway,British Columbia,Donut
2022-08-22,2.05,In-store,Newfoundland and Labrador,Donut
2022-08-11,2.0,Takeaway,British Columbia,Donut
2022-08-17,5.85,Takeaway,Manitoba,Donut
2022-08-22,6.0,In-store,British Columbia,Donut
2022-08-25,2.0,Takeaway,British Columbia,Donut
2022-08-03,3.98,Takeaway,Manitoba,Donut
2022-08-01,6.01,In-store,British Columbia,Donut
2022-08-03,5.89,In-store,British Columbia,Donut
2022-08-12,6.2,Takeaway,British Columbia,Donut
2022-08-15,2.0,Takeaway,Newfoundland and Labrador,Donut
2022-08-04,2.04,Takeaway,Newfoundland and Labrador,Donut
2022-08-12,3.93,Takeaway,British Columbia,Donut
2022-08-15,2.0,In-store,British Columbia,Donut
2022-08-03,6.05,In-store,British Columbia,Donut
2022-08-30,2.01,In-store,British Columbia,Donut
2022-08-18,2.0,In-store,Saskatchewan,Donut
2022-08-12,3.96,Takeaway,British Columbia,Donut
2022-08-16,7.93,In-store,Saskatchewan,Donut
2022-08-10,2.0,In-store,Newfoundland and Labrador,Donut
2022-08-26,2.01,Takeaway,Newfoundland and Labrador,Donut
2022-08-18,6.22,In-store,Saskatchewan,Donut
2022-08-16,2.01,In-store,Manitoba,Donut
2022-08-29,4.05,In-store,Newfoundland and Labrador,Donut
2022-08-26,4.09,In-store,British Columbia,Donut
2022-08-25,2.0,Takeaway,Manitoba,Donut
2022-08-08,3.86,In-store,Newfoundland and Labrador,Donut
2022-08-04,6.0,In-store,Saskatchewan,Donut
2022-08-22,4.07,Takeaway,British Columbia,Donut
2022-08-15,6.24,Takeaway,British Columbia,Donut
2022-08-22,17.67,In-store,British Columbia,Juice
2022-08-24,13.66,Takeaway,Newfoundland and Labrador,Juice
2022-08-10,13.58,Takeaway,British Columbia,Juice
2022-08-09,13.91,Takeaway,British Columbia,Juice
2022-08-16,4.39,In-store,Saskatchewan,Juice
2022-08-09,22.67,In-store,Newfoundland and Labrador,Juice
2022-08-22,9.24,In-store,Saskatchewan,Juice
2022-08-24,13.36,Takeaway,Manitoba,Juice
2022-08-15,4.46,Takeaway,Saskatchewan,Juice
2022-08-23,4.62,In-store,Newfoundland and Labrador,Juice
2022-08-16,4.47,In-store,British Columbia,Juice
2022-08-23,23.14,In-store,Saskatchewan,Juice
2022-08-08,17.47,Takeaway,Newfoundland and Labrador,Juice
2022-08-24,4.65,In-store,Manitoba,Juice
2022-08-23,4.61,Takeaway,Newfoundland and Labrador,Juice
2022-08-09,8.83,In-store,Manitoba,Juice
2022-08-17,13.42,In-store,Saskatchewan,Juice
2022-08-26,4.39,Takeaway,Saskatchewan,Juice
2022-08-08,4.46,Takeaway,British Columbia,Juice
2022-08-24,13.08,In-store,Saskatchewan,Juice
2022-08-30,4.34,In-store,Manitoba,Juice
2022-08-28,4.5,In-store,Newfoundland and Labrador,Juice
2022-08-12,8.77,Takeaway,British Columbia,Juice
2022-08-19,4.59,Takeaway,Newfoundland and Labrador,Juice
2022-08-31,13.0,In-store,Manitoba,Juice
2022-08-18,4.62,In-store,Saskatchewan,Juice
2022-08-03,18.33,Takeaway,British Columbia,Juice
2022-08-02,4.62,Takeaway,British Columbia,Juice
2022-08-25,9.06,In-store,British Columbia,Juice
2022-08-13,8.87,Takeaway,Manitoba,Juice
2022-08-08,23.24,In-store,Saskatchewan,Juice
2022-08-11,8.74,In-store,Saskatchewan,Juice
2022-08-24,4.62,Takeaway,Manitoba,Juice
2022-08-15,14.32,In-store,Newfoundland and Labrador,Juice
2022-08-28,22.63,In-store,Newfoundland and Labrador,Juice
2022-08-23,4.48,Takeaway,Manitoba,Juice
2022-08-31,8.99,Takeaway,British Columbia,Juice
2022-08-29,5.68,Takeaway,Newfoundland and Labrador,Juice
2022-08-09,13.52,In-store,British Columbia,Juice
2022-08-21,18.58,In-store,Saskatchewan,Juice
2022-08-01,13.55,In-store,Newfoundland and Labrador,Juice
2022-08-31,4.29,In-store,British Columbia,Juice
2022-08-09,13.67,In-store,Manitoba,Juice
2022-08-22,9.2,In-store,Saskatchewan,Juice
2022-08-26,4.42,Takeaway,British Columbia,Juice
2022-08-04,8.92,In-store,Manitoba,Juice
2022-08-26,4.58,Takeaway,Newfoundland and Labrador,Juice
2022-08-01,4.42,In-store,Manitoba,Juice
2022-08-15,4.57,In-store,British Columbia,Juice
2022-08-15,4.53,Takeaway,British Columbia,Juice
2022-08-11,4.71,Takeaway,Manitoba,Juice
2022-08-18,8.98,In-store,Manitoba,Juice
2022-08-30,8.9,In-store,British Columbia,Juice
2022-08-10,13.57,Takeaway,Saskatchewan,Juice
2022-08-18,4.51,In-store,Manitoba,Juice
2022-08-28,4.63,In-store,British Columbia,Juice
2022-08-24,9.29,In-store,Newfoundland and Labrador,Juice
2022-08-02,4.64,Takeaway,British Columbia,Juice
2022-08-30,13.3,In-store,Manitoba,Juice
2022-08-02,4.48,In-store,Newfoundland and Labrador,Juice
2022-08-18,8.87,In-store,Newfoundland and Labrador,Juice
2022-08-18,4.42,In-store,Saskatchewan,Juice
2022-08-25,21.03,Takeaway,British Columbia,Juice
2022-08-04,4.65,Takeaway,Newfoundland and Labrador,Juice
2022-08-05,4.44,In-store,Manitoba,Juice
2022-08-24,17.84,In-store,British Columbia,Juice
2022-08-04,4.75,In-store,British Columbia,Juice
2022-08-15,8.88,Takeaway,British Columbia,Juice
2022-08-23,13.45,In-store,Saskatchewan,Juice
2022-08-21,4.45,Takeaway,Manitoba,Juice
2022-08-07,4.47,Takeaway,British Columbia,Juice
2022-08-10,18.1,In-store,Newfoundland and Labrador,Juice
2022-08-31,9.06,In-store,Manitoba,Juice
2022-08-15,8.89,Takeaway,British Columbia,Juice
2022-08-02,9.2,In-store,Newfoundland and Labrador,Juice
2022-08-07,4.62,Takeaway,Newfoundland and Labrador,Juice
2022-08-11,4.51,In-store,Saskatchewan,Juice
2022-08-31,9.02,In-store,Manitoba,Juice
2022-08-10,8.88,In-store,British Columbia,Juice
2022-08-01,17.95,In-store,Saskatchewan,Juice
2022-08-16,9.18,Takeaway,Saskatchewan,Juice
2022-08-03,9.18,In-store,Newfoundland and Labrador,Juice
2022-08-09,4.46,In-store,Saskatchewan,Juice
2022-08-31,8.86,In-store,British Columbia,Juice
2022-08-23,9.16,Takeaway,Newfoundland and Labrador,Juice
2022-08-02,4.53,Takeaway,Newfoundland and Labrador,Juice
2022-08-15,4.58,In-store,Manitoba,Juice
2022-08-05,22.06,Takeaway,Manitoba,Juice
2022-08-04,4.5,Takeaway,British Columbia,Juice
2022-08-18,13.74,Takeaway,British Columbia,Juice
2022-08-16,4.44,In-store,Saskatchewan,Juice
2022-08-24,4.67,In-store,British Columbia,Juice
2022-08-29,4.65,In-store,Newfoundland and Labrador,Juice
2022-08-08,9.07,In-store,Manitoba,Salad
2022-08-30,12.35,In-store,Newfoundland and Labrador,Salad
2022-08-17,17.55,Takeaway,Saskatchewan,Salad
2022-08-09,17.72,Takeaway,Saskatchewan,Salad
2022-08-26,17.91,Takeaway,Newfoundland and Labrador,Salad
2022-08-02,18.44,In-store,Manitoba,Salad
2022-08-17,8.95,In-store,Manitoba,Salad
2022-08-23,27.25,Takeaway,Saskatchewan,Salad
2022-08-09,18.02,In-store,British Columbia,Salad
2022-08-27,9.11,In-store,Saskatchewan,Salad
2022-08-08,18.02,In-store,Newfoundland and Labrador,Salad
2022-08-26,9.03,In-store,British Columbia,Salad
2022-08-03,8.85,In-store,British Columbia,Salad
2022-08-04,8.97,In-store,Newfoundland and Labrador,Salad
2022-08-12,26.78,In-store,Manitoba,Salad
2022-08-26,8.99,In-store,Saskatchewan,Salad
2022-08-04,8.88,In-store,Saskatchewan,Salad
2022-08-28,27.7,Takeaway,Newfoundland and Labrador,Salad
2022-08-08,18.65,In-store,British Columbia,Salad
2022-08-15,8.69,In-store,British Columbia,Salad
2022-08-11,8.7,In-store,British Columbia,Salad
2022-08-03,27.23,In-store,Manitoba,Salad
2022-08-30,18.3,Takeaway,Manitoba,Salad
2022-08-14,8.86,Takeaway,Newfoundland and Labrador,Salad
2022-08-22,9.29,In-store,British Columbia,Salad
2022-08-18,8.95,Takeaway,British Columbia,Salad
2022-08-16,27.0,Takeaway,Manitoba,Salad
2022-08-19,18.18,In-store,British Columbia,Salad
2022-08-29,18.5,In-store,British Columbia,Salad
2022-08-23,17.53,In-store,Newfoundland and Labrador,Salad
2022-08-17,18.07,Takeaway,Manitoba,Salad
2022-08-20,9.09,Takeaway,Saskatchewan,Salad
2022-08-19,9.12,In-store,British Columbia,Salad
2022-08-14,8.97,In-store,Saskatchewan,Salad
2022-08-19,8.94,In-store,Saskatchewan,Salad
2022-08-15,9.08,In-store,Manitoba,Salad
2022-08-24,8.89,Takeaway,Manitoba,Salad
2022-08-31,9.22,In-store,Saskatchewan,Salad
2022-08-31,17.37,In-store,Manitoba,Salad
2022-08-25,17.91,Takeaway,British Columbia,Salad
2022-08-19,18.2,Takeaway,Saskatchewan,Salad
2022-08-24,8.95,In-store,Newfoundland and Labrador,Salad
2022-08-05,27.46,In-store,Newfoundland and Labrador,Salad
2022-08-16,9.01,In-store,British Columbia,Salad
2022-08-09,27.16,In-store,Newfoundland and Labrador,Salad
2022-08-01,9.1,In-store,Newfoundland and Labrador,Salad
2022-08-31,17.98,In-store,British Columbia,Salad
2022-08-27,8.7,Takeaway,Saskatchewan,Salad
2022-08-16,26.11,In-store,British Columbia,Salad
2022-08-09,18.63,Takeaway,Manitoba,Salad
2022-08-23,9.25,In-store,Newfoundland and Labrador,Salad
2022-08-14,26.66,Takeaway,Saskatchewan,Salad
2022-08-25,44.0,Takeaway,British Columbia,Salad
2022-08-31,8.93,Takeaway,Manitoba,Salad
2022-08-11,9.08,In-store,Newfoundland and Labrador,Salad
2022-08-08,17.38,Takeaway,British Columbia,Salad
2022-08-09,26.16,In-store,British Columbia,Salad
2022-08-03,9.43,In-store,Manitoba,Salad
2022-08-12,26.33,In-store,Saskatchewan,Salad
2022-08-01,26.84,Takeaway,Manitoba,Salad
2022-08-03,9.03,In-store,British Columbia,Salad
2022-08-09,9.06,Takeaway,Newfoundland and Labrador,Salad
2022-08-04,9.0,In-store,Saskatchewan,Salad
2022-08-23,27.5,In-store,Newfoundland and Labrador,Salad
2022-08-03,8.98,In-store,Newfoundland and Labrador,Salad
2022-08-27,8.87,Takeaway,Newfoundland and Labrador,Salad
2022-08-08,9.2,Takeaway,British Columbia,Salad
2022-08-03,18.23,In-store,Manitoba,Salad
2022-08-01,9.12,In-store,Newfoundland and Labrador,Salad
2022-09-19,7.0,In-store,Manitoba,Coffee
2022-09-07,10.48,Takeaway,Newfoundland and Labrador,Coffee
2022-09-22,3.54,In-store,British Columbia,Coffee
2022-09-21,3.62,In-store,Newfoundland and Labrador,Coffee
2022-09-02,4.66,In-store,Saskatchewan,Coffee
2022-09-28,10.08,In-store,British Columbia,Coffee
2022-09-19,6.97,Takeaway,British Columbia,Coffee
2022-09-25,14.56,In-store,British Columbia,Coffee
2022-09-08,7.04,Takeaway,Saskatchewan,Coffee
2022-09-05,10.54,Takeaway,Manitoba,Coffee
2022-09-22,3.49,Takeaway,British Columbia,Coffee
2022-09-25,10.34,In-store,Newfoundland and Labrador,Coffee
2022-09-13,7.21,In-store,Saskatchewan,Coffee
2022-09-01,3.51,Takeaway,Manitoba,Coffee
2022-09-26,6.99,In-store,Saskatchewan,Coffee
2022-09-07,3.45,In-store,British Columbia,Coffee
2022-09-11,3.56,In-store,Manitoba,Coffee
2022-09-20,3.38,In-store,British Columbia,Coffee
2022-09-03,10.5,In-store,Manitoba,Coffee
2022-09-02,7.05,In-store,British Columbia,Coffee
2022-09-01,14.07,Takeaway,British Columbia,Coffee
2022-09-29,10.28,In-store,Saskatchewan,Coffee
2022-09-09,3.5,In-store,British Columbia,Coffee
2022-09-21,6.98,Takeaway,British Columbia,Coffee
2022-09-30,6.91,Takeaway,Manitoba,Coffee
2022-09-21,6.89,Takeaway,British Columbia,Coffee
2022-09-16,3.53,In-store,Manitoba,Coffee
2022-09-16,10.45,In-store,Newfoundland and Labrador,Coffee
2022-09-12,6.92,In-store,Manitoba,Coffee
2022-09-19,13.76,In-store,British Columbia,Coffee
2022-09-30,10.47,Takeaway,Saskatchewan,Coffee
2022-09-24,3.5,In-store,Ontario,Coffee
2022-09-14,3.56,Takeaway,British Columbia,Coffee
2022-09-11,3.41,In-store,Saskatchewan,Coffee
2022-09-28,7.03,In-store,Saskatchewan,Coffee
2022-09-05,13.93,Takeaway,Saskatchewan,Coffee
2022-09-27,14.09,In-store,British Columbia,Coffee
2022-09-08,10.79,Takeaway,Newfoundland and Labrador,Coffee
2022-09-22,3.53,In-store,Saskatchewan,Coffee
2022-09-26,7.04,In-store,British Columbia,Coffee
2022-09-15,14.18,In-store,British Columbia,Coffee
2022-09-07,3.49,In-store,Manitoba,Coffee
2022-09-27,14.05,In-store,Newfoundland and Labrador,Coffee
2022-09-12,6.93,Takeaway,Manitoba,Coffee
2022-09-10,7.13,Takeaway,British Columbia,Coffee
2022-09-16,6.78,Takeaway,British Columbia,Coffee
2022-09-14,7.05,Takeaway,British Columbia,Coffee
2022-09-21,3.52,In-store,British Columbia,Coffee
2022-09-05,3.48,In-store,Saskatchewan,Coffee
2022-09-14,7.15,Takeaway,British Columbia,Coffee
2022-09-28,6.9,In-store,Manitoba,Coffee
2022-09-02,3.38,Takeaway,Saskatchewan,Coffee
2022-09-14,17.26,In-store,Newfoundland and Labrador,Coffee
2022-09-21,10.18,Takeaway,Newfoundland and Labrador,Coffee
2022-09-28,3.52,Takeaway,British Columbia,Coffee
2022-09-19,3.45,Takeaway,British Columbia,Coffee
2022-09-26,7.14,In-store,Saskatchewan,Coffee
2022-09-07,3.57,In-store,Manitoba,Coffee
2022-09-12,10.31,Takeaway,British Columbia,Coffee
2022-09-29,3.44,Takeaway,Saskatchewan,Coffee
2022-09-28,3.54,In-store,Manitoba,Coffee
2022-09-17,11.48,In-store,Saskatchewan,Coffee
2022-09-15,10.71,Takeaway,British Columbia,Coffee
2022-09-14,3.36,In-store,British Columbia,Coffee
2022-09-02,3.52,In-store,Saskatchewan,Coffee
2022-09-28,18.65,In-store,Saskatchewan,Coffee
2022-09-26,6.92,In-store,Newfoundland and Labrador,Coffee
2022-09-14,3.58,Takeaway,Manitoba,Coffee
2022-09-09,15.88,Takeaway,Manitoba,Coffee
2022-09-12,3.48,In-store,British Columbia,Coffee
2022-09-05,6.83,Takeaway,Saskatchewan,Coffee
2022-09-22,3.46,In-store,Saskatchewan,Coffee
2022-09-17,3.4,In-store,British Columbia,Coffee
2022-09-08,10.51,Takeaway,British Columbia,Coffee
2022-09-20,3.45,In-store,Saskatchewan,Coffee
2022-09-30,6.87,In-store,British Columbia,Coffee
2022-09-05,3.47,In-store,Manitoba,Coffee
2022-09-15,7.06,In-store,Newfoundland and Labrador,Coffee
2022-09-16,6.98,In-store,British Columbia,Coffee
2022-09-06,3.44,Takeaway,Newfoundland and Labrador,Coffee
2022-09-16,13.81,In-store,Manitoba,Coffee
2022-09-19,6.94,In-store,Manitoba,Coffee
2022-09-06,6.86,In-store,Newfoundland and Labrador,Coffee
2022-09-06,17.25,In-store,Newfoundland and Labrador,Coffee
2022-09-27,7.09,In-store,British Columbia,Coffee
2022-09-09,3.48,In-store,Saskatchewan,Coffee
2022-09-20,3.38,In-store,Manitoba,Coffee
2022-09-20,7.14,In-store,Manitoba,Coffee
2022-09-27,3.53,Takeaway,Manitoba,Coffee
2022-09-23,10.21,In-store,British Columbia,Coffee
2022-09-27,10.42,In-store,Manitoba,Coffee
2022-09-20,3.44,In-store,Manitoba,Coffee
2022-09-14,3.55,Takeaway,British Columbia,Coffee
2022-09-13,13.9,Takeaway,Manitoba,Coffee
2022-09-13,6.99,In-store,Newfoundland and Labrador,Coffee
2022-09-14,3.49,In-store,Manitoba,Coffee
2022-09-05,3.4,Takeaway,Newfoundland and Labrador,Coffee
2022-09-14,10.8,Takeaway,Saskatchewan,Coffee
2022-09-13,3.55,In-store,Newfoundland and Labrador,Coffee
2022-09-01,10.34,Takeaway,Newfoundland and Labrador,Coffee
2022-09-09,7.03,In-store,Manitoba,Coffee
2022-09-23,10.7,In-store,Saskatchewan,Coffee
2022-09-19,7.01,In-store,Newfoundland and Labrador,Coffee
2022-09-26,10.83,Takeaway,British Columbia,Coffee
